Index,JP,UK,US,Euro,Pac,,,,,,
2011-05-31,-0.0002676043,-0.0029000879,-0.0062368005,-0.0140082039,-0.0010252466,,-0.0267219087,-0.2899897687,-0.62364709,-1.4011521631,-0.1025287613
2011-06-30,0.0003559375,-0.0019423828,-0.0054914648,0.000176748,-0.0031386719,,0.0357166297,-0.1943212129,-0.5491276499,0.0176728853,-0.3137751135
2011-07-31,0.0007194922,0.0004598535,-0.0207596777,-0.0115171875,0.0027463379,,0.0721084995,0.0459716601,-2.0758845259,-1.1517301348,0.2746552571
2011-08-31,-0.0017409628,-0.007045435,-0.0331885558,-0.0194509423,-0.0118263158,,-0.1743777148,-0.7044392349,-3.318795274,-1.944853825,-1.1827361087
2011-09-30,-0.0018647541,-0.0110336637,-0.0396923847,-0.019360427,-0.0208985227,,-0.186376601,-1.1033031838,-3.9693188113,-1.9361104586,-2.0900049455
2011-10-31,0.0001354159,0.0122054959,0.0747893694,0.0233827606,0.0185280847,,0.0135412994,1.2207322669,7.4795221841,2.3380423963,1.8523416228
2011-11-30,-0.0009227114,-0.0016424312,0.0025993797,-0.009127924,-0.0078202301,,-0.0925267017,-0.1641705966,0.2599376535,-0.912850197,-0.7819309254
2011-12-31,0.0002497299,0.0001077331,0.0048259804,-0.0057015306,0.0001452581,,0.0249902374,0.0107674918,0.4825623704,-0.5703596875,0.0145304454
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
